Make,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
Ford, EcoSport,2018,Manual,16085,Petrol,145,54.3,1,13499
Ford, EcoSport,2018,Manual,16839,Petrol,145,54.3,1,14299
Ford, Focus,2018,Manual,15254,Petrol,145,41.5,2,18499
Ford, Fiesta,2019,Manual,19788,Diesel,150,55.4,1.5,11285
Ford, Fiesta,2019,Manual,9726,Diesel,150,55.4,1.5,11785
Ford, Galaxy,2018,Manual,50638,Diesel,150,56.5,2,14285
Ford, Galaxy,2018,Manual,55203,Diesel,150,56.5,2,13985
Ford, Kuga,2017,Manual,16729,Diesel,150,60.1,2,15985
Ford, Fiesta,2017,Manual,22732,Petrol,125,54.3,1.2,7295
Ford, S-MAX,2017,Automatic,29678,Petrol,145,35.8,2,19695
Ford, Tourneo Custom,2016,Manual,11960,Diesel,200,44.8,2,19698
Ford, C-MAX,2017,Manual,10479,Diesel,20,68.9,1.5,11798
Ford, Edge,2016,Manual,22347,Diesel,160,48.7,2,17998
Ford, Fiesta,2014,Manual,33393,Diesel,0,76.4,1.5,6998
Ford, Kuga,2018,Manual,7395,Petrol,150,39.2,1.5,18998
Ford, Kuga,2017,Manual,50736,Diesel,150,54.3,2,14298
Ford, Focus,2015,Manual,22224,Diesel,0,74.3,1.5,9498
Ford, Kuga,2019,Manual,9347,Petrol,145,39.2,1.5,19498
Ford, Kuga,2017,Manual,19322,Diesel,30,64.2,1.5,13298
Ford, Focus,2018,Manual,19139,Diesel,145,67.3,2,18998
Ford, Focus,2013,Manual,59812,Petrol,145,47.9,1.6,5498
Ford, Focus,2014,Manual,68650,Diesel,20,67.3,1.6,6998
Ford, Focus,2017,Manual,27403,Diesel,20,67.3,2,16271
Ford, Focus,2017,Manual,17343,Petrol,200,41.5,2,16997
Ford, Focus,2018,Manual,23842,Diesel,145,74.3,1.5,12800
Ford, Fiesta,2018,Manual,6346,Petrol,145,60.1,1,14157
Ford, Fiesta,2017,Manual,8984,Petrol,145,64.2,1.1,9160
Ford, Fiesta,2016,Manual,19763,Petrol,125,54.3,1.2,7986
Ford, B-MAX,2016,Manual,25745,Diesel,0,74.4,1.5,8139
Ford, Focus,2014,Manual,51986,Diesel,20,67.3,1.6,7695
Ford, Focus,2015,Manual,29711,Diesel,20,67.3,1.6,9000
Ford, S-MAX,2018,Manual,27672,Diesel,145,56.5,2,17998
Ford, Fiesta,2017,Manual,16302,Petrol,145,54.3,1.2,7798
Ford, Kuga,2019,Manual,6351,Diesel,145,45.6,1.5,17499
Ford, Focus,2018,Semi-Auto,13860,Petrol,145,51.4,1,12999
Ford, Grand C-MAX,2016,Manual,18415,Diesel,30,64.2,1.5,9899
Ford, Grand C-MAX,2017,Manual,51024,Petrol,30,54.3,1,10999
Ford, Kuga,2017,Manual,16620,Diesel,125,60.1,2,14999
Ford, Mustang,2016,Semi-Auto,26104,Petrol,570,20.8,5,27999
Ford, C-MAX,2018,Manual,8432,Petrol,145,55.4,1,11799
Ford, Kuga,2017,Manual,25594,Diesel,145,64.2,1.5,13999
Ford, B-MAX,2014,Semi-Auto,6271,Petrol,165,44.1,1.6,7895
Ford, Tourneo Custom,2018,Manual,14292,Diesel,145,32.5,2,20000
Ford, Fiesta,2015,Manual,28000,Petrol,0,65.7,1,7995
Ford, Focus,2015,Manual,10414,Petrol,20,60.1,1,9400
Ford, EcoSport,2017,Manual,15500,Petrol,150,53.3,1,10400
Ford, Fiesta,2020,Manual,4000,Petrol,145,55.4,1.1,12995
Ford, Fiesta,2018,Manual,7959,Petrol,145,55.4,1.1,10500
Ford, Fiesta,2018,Manual,26595,Petrol,145,65.7,1,10295
Ford, Kuga,2018,Manual,20026,Diesel,145,54.3,1.5,16695
Ford, Focus,2018,Manual,14025,Diesel,145,74.3,1.5,14000
Ford, C-MAX,2017,Manual,20013,Petrol,30,55.4,1,10295
Ford, Tourneo Custom,2018,Manual,13306,Diesel,145,32.5,2,20000
Ford, Focus,2018,Manual,15814,Petrol,145,57.7,1,11992
Ford, Mondeo,2014,Manual,58000,Diesel,30,62.8,2,7885
Ford, Kuga,2020,Semi-Auto,10,Hybrid,135,201.8,2.5,31000
Ford, Fiesta,2016,Manual,24486,Petrol,0,65.7,1,7999
Ford, Fiesta,2017,Manual,17310,Petrol,145,65.7,1,9499
Ford, Ka+,2017,Manual,19867,Petrol,145,57.7,1.2,6999
Ford, Ka+,2017,Manual,12754,Petrol,145,57.7,1.2,7499
Ford, Focus,2018,Manual,21997,Diesel,145,80.7,1.5,13999
Ford, S-MAX,2017,Manual,40443,Diesel,145,56.5,2,17999
Ford, Mondeo,2015,Manual,27381,Diesel,20,68.9,2,10499
Ford, Grand C-MAX,2015,Semi-Auto,26217,Diesel,125,56.5,2,10499
Ford, Focus,2017,Manual,16016,Diesel,0,74.3,1.5,10499
Ford, Fiesta,2015,Manual,21036,Petrol,125,54.3,1.2,7240
Ford, Focus,2016,Manual,29299,Diesel,0,74.3,1.5,9499
Ford, Fiesta,2018,Manual,20543,Petrol,145,58.9,1,13299
Ford, Kuga,2017,Manual,17802,Diesel,145,60.1,2,16499
Ford, EcoSport,2015,Manual,45621,Petrol,125,52.3,1,7499
Ford, Fiesta,2017,Manual,17314,Petrol,0,65.7,1,10999
Ford, Fiesta,2018,Manual,12299,Petrol,145,40.3,1.5,16499
Ford, Focus,2018,Manual,25126,Petrol,145,57.7,1,12999
Ford, B-MAX,2017,Manual,14514,Petrol,145,55.4,1,10399
Ford, EcoSport,2017,Manual,20057,Petrol,145,52.3,1,11499
Ford, Fiesta,2017,Manual,22732,Petrol,125,54.3,1.2,7295
Ford, Kuga,2017,Manual,21338,Diesel,30,64.2,1.5,13785
Ford, Mondeo,2019,Semi-Auto,33036,Diesel,150,45.6,2,13985
Ford, Mondeo,2019,Semi-Auto,36180,Diesel,150,45.6,2,13785
Ford, Mondeo,2019,Semi-Auto,22505,Diesel,150,45.6,2,14685
Ford, Fiesta,2019,Manual,20707,Diesel,150,55.4,1.5,11185
Ford, Fiesta,2018,Manual,2691,Petrol,150,65.7,1,11999
Ford, Kuga,2018,Semi-Auto,20391,Diesel,150,58.9,1.5,15999
Ford, Focus,2018,Manual,20298,Diesel,150,67.3,2,18999
Ford, Focus,2013,Manual,37483,Petrol,235,39.2,2,10999
Ford, Kuga,2017,Semi-Auto,16202,Diesel,145,58.9,1.5,17999
Ford, Focus,2018,Manual,9795,Petrol,145,58.9,1,14999
Ford, Kuga,2018,Automatic,19273,Petrol,145,31,1.5,17999
Ford, Fiesta,2018,Manual,10837,Petrol,145,65.7,1,11699
Ford, Fiesta,2017,Manual,4524,Petrol,145,64.2,1.1,9999
Ford, Focus,2017,Manual,30905,Diesel,145,70.6,2,11499
Ford, S-MAX,2017,Semi-Auto,17864,Diesel,145,52.3,2,20999
Ford, Grand Tourneo Connect,2016,Manual,13608,Diesel,30,64.2,1.5,13490
Ford, Kuga,2018,Manual,10403,Diesel,145,54.3,2,16790
Ford, Focus,2015,Manual,24004,Diesel,0,74.3,1.5,8500
Ford, Focus,2017,Manual,14728,Petrol,145,51.4,1.5,12250
Ford, Focus,2013,Manual,46830,Diesel,20,67.3,1.6,6291
Ford, Kuga,2015,Manual,46249,Diesel,125,60.1,2,12300
Ford, Fiesta,2015,Manual,18240,Diesel,0,85.6,1.6,8220
Ford, Fiesta,2018,Manual,31511,Petrol,145,56.5,1,11000
Ford, Mondeo,2016,Manual,80085,Diesel,0,78.5,1.5,7490
Ford, Focus,2018,Manual,16473,Petrol,145,60.1,1,11999
Ford, Fiesta,2016,Manual,32742,Petrol,145,47.9,1.6,10499
Ford, Focus,2017,Manual,15712,Diesel,145,74.3,1.5,10499
Ford, Fiesta,2014,Manual,22896,Petrol,0,65.7,1,8299
Ford, Kuga,2016,Manual,33608,Diesel,125,60.1,2,13999
Ford, Focus,2016,Manual,23784,Petrol,20,60.1,1,8999
Ford, Edge,2019,Semi-Auto,7999,Diesel,145,37.2,2,29999
Ford, Edge,2019,Semi-Auto,9685,Diesel,145,37.2,2,29999
Ford, Fiesta,2017,Manual,15613,Petrol,0,65.7,1,8499
Ford, B-MAX,2017,Manual,50074,Diesel,0,74.4,1.5,7720
Ford, Ka+,2018,Manual,11566,Petrol,145,57.7,1.2,7940
Ford, Fiesta,2018,Manual,15862,Petrol,145,65.7,1,9920
Ford, Focus,2019,Automatic,6214,Petrol,145,51.4,1,17160
Ford, Focus,2019,Manual,4827,Petrol,145,60.1,1,17750
Ford, Fiesta,2019,Automatic,10352,Petrol,145,48.7,1,16680
Ford, Focus,2020,Automatic,2738,Diesel,145,74.3,1.5,20391
Ford, Fiesta,2017,Manual,17466,Petrol,0,65.7,1,8470
Ford, Fiesta,2017,Manual,15679,Petrol,145,65.7,1,9430
Ford, Focus,2018,Manual,19017,Petrol,145,41.5,2,18647
Ford, Fiesta,2018,Manual,5103,Petrol,145,65.7,1,12391
Ford, Fiesta,2018,Manual,32496,Petrol,145,64.2,1.1,8999
Ford, Focus,2018,Manual,7005,Petrol,150,36.7,2.3,29390
Ford, Fiesta,2018,Manual,9100,Petrol,145,56.5,1,11400
Ford, Fiesta,2016,Manual,18574,Petrol,0,65.7,1,10210
Ford, Focus,2018,Manual,11616,Petrol,145,41.5,2,17400
Ford, Kuga,2019,Manual,10407,Diesel,145,38.2,2,17580
Ford, Edge,2016,Semi-Auto,44224,Diesel,160,48.7,2,18091
Ford, C-MAX,2016,Manual,37172,Diesel,20,68.9,1.5,8330
Ford, Kuga,2013,Manual,76919,Diesel,145,53.3,2,7991
Ford, Focus,2019,Automatic,3277,Diesel,145,51.4,2,19110
Ford, Fiesta,2018,Manual,26915,Diesel,145,58.9,1.5,11060
Ford, Fiesta,2015,Manual,30568,Petrol,0,65.7,1,8991
Ford, Focus,2013,Manual,95723,Diesel,20,67.3,1.6,5820
Ford, Focus,2014,Manual,31103,Petrol,30,56.5,1,7491
Ford, Focus,2014,Manual,28598,Petrol,30,56.5,1,7830
Ford, Focus,2019,Manual,23477,Petrol,145,60.1,1,14800
Ford, Focus,2019,Manual,5301,Petrol,145,60.1,1,15390
Ford, Kuga,2019,Manual,15742,Diesel,145,54.3,1.5,18250
Ford, Fiesta,2013,Manual,34519,Petrol,30,54.3,1.2,5991
Ford, Mondeo,2019,Manual,5753,Diesel,145,65.7,2,19400
Ford, Kuga,2016,Manual,25724,Diesel,145,54.3,2,14500
Ford, Focus,2019,Manual,9236,Petrol,145,60.1,1,14000
Ford, Fiesta,2019,Semi-Auto,7960,Petrol,145,48.7,1,16295
Ford, C-MAX,2015,Manual,46973,Diesel,20,68.9,1.5,7295
Ford, Fiesta,2017,Manual,19016,Petrol,145,64.2,1.1,9000
Ford, Focus,2018,Manual,11923,Petrol,145,41.5,2,19000
Ford, Kuga,2017,Manual,16988,Diesel,145,64.2,1.5,16000
Ford, Fiesta,2016,Semi-Auto,7612,Petrol,0,57.7,1,10000
Ford, Focus,2016,Manual,22220,Diesel,0,74.3,1.5,11795
Ford, Focus,2019,Manual,10584,Diesel,145,80.7,1.5,16995
Ford, Fiesta,2017,Manual,16501,Petrol,145,65.7,1,10495
Ford, C-MAX,2016,Manual,31888,Diesel,20,68.9,1.5,9995
Ford, Fiesta,2014,Manual,21259,Petrol,0,65.7,1,9495
Ford, Ka+,2018,Manual,20311,Petrol,145,57.7,1.2,7370
Ford, Fiesta,2016,Manual,17897,Petrol,0,65.7,1,9617
Ford, Fiesta,2017,Manual,11112,Petrol,145,65.7,1,9530
Ford, Focus,2018,Manual,33362,Diesel,145,80.7,1.5,13270
Ford, Focus,2015,Manual,39621,Diesel,0,74.3,1.5,7990
Ford, Focus,2013,Manual,34996,Petrol,30,56.5,1,6920
Ford, EcoSport,2018,Manual,4031,Diesel,145,68.9,1.5,12680
Ford, C-MAX,2013,Manual,46079,Diesel,30,61.4,1.6,5880
Ford, C-MAX,2014,Manual,69984,Diesel,30,61.4,1.6,6995
Ford, Kuga,2016,Semi-Auto,22771,Diesel,145,52.3,2,16296
Ford, Focus,2017,Manual,17797,Petrol,20,61.4,1,10993
Ford, Fiesta,2019,Manual,8318,Petrol,145,58.9,1,13995
Ford, EcoSport,2017,Manual,22144,Petrol,125,52.3,1,10795
Ford, Fiesta,2019,Manual,1100,Petrol,145,58.9,1,14495
Ford, Fiesta,2017,Manual,47165,Petrol,0,65.7,1,7990
Ford, Focus,2016,Manual,32000,Diesel,20,67.3,2,13995
Ford, Fiesta,2013,Manual,34062,Petrol,0,65.7,1,7372
Ford, B-MAX,2017,Semi-Auto,9622,Petrol,160,44.1,1.6,9991
Ford, S-MAX,2016,Manual,42148,Diesel,125,56.5,2,15791
Ford, Fiesta,2018,Manual,30311,Petrol,145,56.5,1,9990
Ford, Focus,2016,Manual,16107,Diesel,20,67.3,2,15990
Ford, S-MAX,2017,Manual,49789,Diesel,145,56.5,2,14990
Ford, Kuga,2019,Manual,12009,Petrol,145,39.2,1.5,17990
Ford, Kuga,2019,Manual,11013,Diesel,145,36.7,2,18990
Ford, Fiesta,2017,Manual,7970,Petrol,145,65.7,1,10490
Ford, Focus,2019,Manual,6314,Petrol,145,60.1,1,15990
Ford, Focus,2019,Manual,2903,Petrol,145,34.5,2.3,26490
Ford, Fiesta,2018,Manual,18268,Petrol,145,65.7,1,11390
Ford, EcoSport,2018,Manual,20088,Petrol,145,54.3,1,12990
Ford, Puma,2020,Manual,2477,Petrol,145,50.4,1,19990
Ford, Fiesta,2019,Automatic,5452,Petrol,145,48.7,1,16990
Ford, EcoSport,2018,Manual,6387,Petrol,145,54.3,1,15210
Ford, Fiesta,2018,Manual,5276,Petrol,145,58.9,1,11491
Ford, Fiesta,2017,Manual,13670,Petrol,145,65.7,1,8570
Ford, Focus,2019,Automatic,5671,Diesel,145,64.2,2,19075
Ford, EcoSport,2017,Manual,22148,Diesel,150,64.2,1.5,8392
Ford, Kuga,2018,Manual,24509,Diesel,150,54.3,2,19500
Ford, Fiesta,2016,Manual,42458,Petrol,125,54.3,1.2,6390
Ford, Focus,2016,Manual,31589,Diesel,0,74.3,1.5,10390
Ford, Focus,2015,Manual,45323,Diesel,20,67.3,1.6,7990
Ford, Fiesta,2016,Manual,12985,Petrol,0,65.7,1,10250
Ford, Fiesta,2016,Manual,27769,Petrol,125,54.3,1.2,8600
Ford, EcoSport,2016,Manual,42883,Petrol,125,52.3,1,8250
Ford, EcoSport,2017,Manual,15316,Petrol,125,52.3,1,11700
Ford, Fiesta,2016,Manual,17023,Petrol,20,62.8,1,10750
Ford, Ka+,2018,Manual,15700,Petrol,145,57.7,1.2,8800
Ford, Ka+,2018,Manual,20867,Petrol,145,57.7,1.2,8500
Ford, Fiesta,2018,Manual,30308,Petrol,145,65.7,1,11500
Ford, Fiesta,2018,Manual,12997,Petrol,145,58.9,1,11250
Ford, EcoSport,2017,Manual,43958,Petrol,125,52.3,1,10750
Ford, C-MAX,2016,Manual,21895,Petrol,30,55.4,1,9380
Ford, Mondeo,2017,Manual,77368,Diesel,30,65.7,2,9490
Ford, Fiesta,2018,Manual,15581,Petrol,145,56.5,1,11250
Ford, Fiesta,2016,Manual,21838,Diesel,0,78.5,1.5,9840
Ford, Fiesta,2018,Manual,29187,Petrol,145,65.7,1,9990
Ford, Focus,2017,Semi-Auto,14681,Petrol,125,51.4,1,11080
Ford, Fiesta,2017,Manual,30000,Petrol,125,54.3,1.2,8400
Ford, Fiesta,2017,Manual,24238,Petrol,20,62.8,1,9190
Ford, Mondeo,2017,Manual,59204,Diesel,30,65.7,2,10490
Ford, Mondeo,2017,Manual,56663,Diesel,30,65.7,2,10590
Ford, Fiesta,2018,Manual,8567,Petrol,145,62.8,1,12000
Ford, Kuga,2015,Automatic,8403,Petrol,235,38.2,1.5,15150
Ford, Fiesta,2014,Manual,14321,Petrol,0,65.7,1,9000
Ford, Kuga,2017,Semi-Auto,44134,Diesel,145,54.3,2,15750
Ford, B-MAX,2017,Manual,7743,Petrol,145,55.4,1,10500
Ford, Focus,2019,Manual,13402,Petrol,145,48.7,1,17500
Ford, Focus,2018,Manual,8558,Petrol,145,60.1,1,12750
Ford, KA,2015,Manual,30938,Petrol,30,57.7,1.2,4800
Ford, Kuga,2018,Manual,11671,Diesel,150,39.2,2,22991
Ford, Kuga,2018,Manual,19254,Diesel,150,60.1,2,15750
Ford, EcoSport,2018,Manual,9840,Diesel,145,68.9,1.5,13500
Ford, Fiesta,2018,Manual,5247,Petrol,145,65.7,1,10795
Ford, Edge,2016,Semi-Auto,28500,Diesel,200,47.9,2,20500
Ford, Focus,2019,Manual,7412,Petrol,145,58.9,1,16295
Ford, Focus,2019,Manual,10592,Petrol,150,49.6,1,16000
Ford, Fiesta,2018,Manual,5912,Petrol,150,65.7,1,15000
Ford, Fiesta,2018,Manual,9820,Petrol,150,65.7,1,11895
Ford, Mondeo,2017,Automatic,30765,Petrol,205,43.5,1.5,13000
Ford, Ka+,2018,Manual,8945,Petrol,150,57.7,1.2,8000
Ford, Fiesta,2016,Manual,11414,Petrol,0,65.7,1,9190
Ford, Focus,2018,Manual,22854,Petrol,145,60.1,1,11680
Ford, Kuga,2017,Manual,36102,Diesel,145,54.3,2,15890
Ford, Fiesta,2014,Manual,45926,Petrol,0,65.7,1,6680
Ford, Focus,2019,Manual,19768,Diesel,145,80.7,1.5,14548
Ford, Focus,2014,Manual,72475,Petrol,30,56.5,1,5752
Ford, KA,2015,Manual,12905,Petrol,30,57.7,1.2,4942
Ford, Fiesta,2017,Manual,17854,Petrol,150,65.7,1,10395
Ford, Galaxy,2019,Automatic,8156,Diesel,145,54.3,2,26495
Ford, Fiesta,2018,Manual,16932,Diesel,150,58.9,1.5,11595
Ford, KA,2015,Manual,8335,Petrol,30,57.7,1.2,5995
Ford, Fiesta,2017,Manual,35552,Petrol,150,65.7,1,9995
Ford, Kuga,2015,Manual,81547,Diesel,145,54.3,2,10620
Ford, Kuga,2017,Manual,29000,Diesel,150,60.1,2,14180
Ford, Focus,2019,Manual,9000,Petrol,150,60.1,1,15785
Ford, Mondeo,2017,Semi-Auto,30000,Diesel,150,58.9,2,17990
Ford, Fiesta,2017,Manual,26000,Petrol,150,65.7,1,9670
Ford, Focus,2019,Manual,9000,Petrol,150,60.1,1,15785
Ford, Kuga,2014,Automatic,40221,Petrol,235,38.2,1.5,11995
Ford, Kuga,2016,Semi-Auto,22841,Diesel,145,52.3,2,15000
Ford, Focus,2017,Manual,23187,Petrol,145,60.1,1,11499
Ford, Kuga,2019,Manual,9306,Diesel,145,45.6,1.5,18500
Ford, Focus,2017,Semi-Auto,33362,Petrol,145,51.4,1,10999
Ford, Mondeo,2016,Manual,26906,Diesel,0,78.5,1.5,11000
Ford, Ka+,2018,Manual,23800,Petrol,145,57.7,1.2,6724
Ford, Ka+,2017,Manual,36262,Petrol,145,57.7,1.2,7500
Ford, Fiesta,2014,Manual,52533,Petrol,30,54.3,1.2,6000
Ford, Focus,2017,Manual,29478,Diesel,145,74.3,1.5,11990
Ford, C-MAX,2019,Automatic,7500,Petrol,145,36.7,1.5,16325
Ford, Kuga,2017,Manual,11675,Diesel,145,60.1,2,14990
Ford, Fiesta,2019,Manual,11500,Petrol,145,58.9,1,12500
Ford, Focus,2017,Manual,18291,Petrol,145,61.4,1,10150
Ford, Kuga,2018,Manual,11812,Diesel,145,60.1,2,15450
Ford, EcoSport,2017,Manual,20676,Petrol,145,52.3,1,10485
Ford, Fiesta,2020,Manual,1000,Petrol,145,60.1,1,17250
Ford, EcoSport,2020,Manual,500,Petrol,145,51.4,1,22450
Ford, Fiesta,2020,Manual,500,Petrol,145,55.4,1,21865
Ford, Fiesta,2014,Manual,50354,Petrol,30,54.3,1.2,5500
Ford, Focus,2017,Manual,16292,Petrol,145,41.5,2,18500
Ford, Fiesta,2016,Manual,17021,Petrol,125,54.3,1.2,7995
Ford, Kuga,2018,Manual,14131,Diesel,145,60.1,2,15495
Ford, Kuga,2018,Manual,24427,Diesel,145,54.3,1.5,15800
Ford, Kuga,2017,Manual,19693,Diesel,30,64.2,1.5,14500
Ford, Ka+,2018,Manual,29339,Petrol,145,57.7,1.2,7900
Ford, Fiesta,2018,Manual,19434,Petrol,145,65.7,1,10500
Ford, EcoSport,2017,Manual,20833,Petrol,145,52.3,1,10300
Ford, Fiesta,2018,Manual,11456,Petrol,145,65.7,1,11800
Ford, Fiesta,2018,Manual,33694,Petrol,145,65.7,1,11500
Ford, Fiesta,2017,Manual,9766,Petrol,145,64.2,1.1,9770
Ford, Fiesta,2018,Manual,7056,Petrol,145,65.7,1,9950
Ford, Fiesta,2014,Manual,89936,Diesel,0,78.5,1.6,5391
Ford, EcoSport,2017,Manual,21445,Petrol,125,52.3,1,10290
Ford, Galaxy,2014,Manual,44314,Diesel,150,49.6,2,11950
Ford, Fiesta,2016,Manual,40708,Petrol,150,47.9,1.6,9970
Ford, Mondeo,2016,Automatic,9396,Electric,0,67.3,2,15975
Ford, Fiesta,2017,Manual,22312,Petrol,0,65.7,1,9500
Ford, Kuga,2019,Manual,5596,Petrol,145,35.3,1.5,21200
Ford, Ka+,2018,Manual,9023,Petrol,145,43.5,1.2,10250
Ford, Fiesta,2018,Manual,30418,Petrol,145,62.8,1,12000
Ford, Galaxy,2017,Manual,25183,Diesel,125,56.5,2,20000
Ford, Focus,2017,Manual,11323,Petrol,200,41.5,2,18250
Ford, Kuga,2017,Manual,19864,Diesel,125,60.1,2,14440
Ford, Fiesta,2018,Manual,13487,Petrol,145,65.7,1,10190
Ford, S-MAX,2018,Semi-Auto,15019,Diesel,145,52.3,2,23038
Ford, Focus,2015,Manual,45463,Diesel,0,74.3,1.5,8810
Ford, Fiesta,2018,Manual,13666,Petrol,145,56.5,1,12448
Ford, Tourneo Custom,2017,Manual,23838,Diesel,150,44.8,2,19490
Ford, Kuga,2017,Manual,25038,Diesel,150,60.1,2,14450
Ford, Fiesta,2018,Manual,9228,Petrol,150,65.7,1,9985
Ford, Mondeo,2016,Automatic,36875,Petrol,240,38.7,2,14450
Ford, Fiesta,2018,Manual,14401,Petrol,150,65.7,1,12250
Ford, Focus,2013,Manual,79285,Diesel,20,67.3,1.6,5450
Ford, Edge,2017,Semi-Auto,29000,Diesel,150,47.9,2,22450
Ford, Fiesta,2018,Manual,17000,Petrol,150,65.7,1,10950
Ford, Focus,2019,Manual,7241,Petrol,145,58.9,1,17500
Ford, Fiesta,2018,Manual,9684,Petrol,150,60.1,1,12000
Ford, Fiesta,2015,Manual,38185,Diesel,0,78.5,1.5,7395
Ford, Fiesta,2016,Manual,31000,Petrol,145,47.9,1.6,11495
Ford, Kuga,2019,Semi-Auto,3214,Diesel,145,42.2,2,21295
Ford, Kuga,2019,Semi-Auto,8316,Diesel,145,38.7,2,23690
Ford, Kuga,2019,Manual,9965,Petrol,145,35.3,1.5,18985
Ford, Fiesta,2017,Manual,32482,Petrol,0,65.7,1,9950
Ford, Kuga,2019,Automatic,1000,Petrol,145,28.8,1.5,19750
Ford, Focus,2018,Semi-Auto,26694,Petrol,145,51.4,1,11790
Ford, Fiesta,2015,Manual,11422,Petrol,20,62.8,1,10700
Ford, Ka+,2017,Manual,9777,Petrol,145,57.7,1.2,8600
Ford, Ka+,2016,Manual,19681,Petrol,30,57.7,1.2,8000
Ford, Fiesta,2017,Manual,16136,Petrol,0,65.7,1,9700
Ford, Fiesta,2013,Manual,52158,Petrol,0,65.7,1,6900
Ford, Fiesta,2018,Manual,10827,Petrol,145,65.7,1,12500
Ford, Grand C-MAX,2018,Manual,18614,Petrol,145,54.3,1,14000
Ford, Fiesta,2017,Manual,19476,Diesel,0,78.5,1.5,9750
Ford, Ka+,2018,Manual,4769,Petrol,145,43.5,1.2,10500
Ford, Fiesta,2017,Manual,29172,Petrol,145,54.3,1.2,9000
Ford, Focus,2018,Automatic,6660,Petrol,145,50.4,1,15375
Ford, EcoSport,2017,Manual,20063,Petrol,145,52.3,1,9280
Ford, Fiesta,2017,Manual,2000,Petrol,145,65.7,1,11450
Ford, Kuga,2019,Manual,2000,Diesel,145,38.2,2,20450
Ford, Focus,2018,Semi-Auto,14976,Diesel,145,61.4,2,19000
Ford, EcoSport,2019,Manual,500,Petrol,145,51.4,1,16875
Ford, Fiesta,2019,Manual,1182,Petrol,145,40.4,1.5,22450
Ford, Focus,2016,Semi-Auto,46000,Petrol,125,51.4,1,8450
Ford, Kuga,2019,Manual,15269,Diesel,145,38.2,2,18000
Ford, Fiesta,2016,Manual,79651,Petrol,0,65.7,1,5995
Ford, Focus,2017,Manual,11000,Petrol,145,61.4,1,10990
Ford, EcoSport,2016,Manual,2700,Petrol,125,53.3,1,11000
Ford, Focus,2018,Manual,39448,Diesel,150,74.3,1.5,13000
Ford, B-MAX,2017,Manual,10300,Petrol,150,55.4,1,11000
Ford, Focus,2017,Manual,19239,Diesel,0,74.3,1.5,11000
Ford, EcoSport,2017,Manual,19190,Diesel,150,64.2,1.5,10000
Ford, Fiesta,2016,Manual,36500,Diesel,0,78.5,1.5,9295
Ford, Kuga,2017,Manual,21615,Diesel,125,60.1,2,14995
Ford, Focus,2014,Manual,36996,Petrol,30,56.5,1,6950
Ford, Fiesta,2017,Manual,15763,Petrol,0,65.7,1,8460
Ford, Fiesta,2018,Manual,25251,Petrol,145,65.7,1,9300
Ford, Focus,2016,Semi-Auto,5034,Petrol,125,51.4,1,11810
Ford, Focus,2015,Manual,78164,Diesel,20,67.3,1.6,6730
Ford, Fiesta,2015,Manual,34296,Petrol,0,65.7,1,7691
Ford, Focus,2020,Manual,771,Diesel,150,74.3,1.5,18511
Ford, Fiesta,2018,Manual,11191,Petrol,150,65.7,1,11721
Ford, EcoSport,2015,Manual,35468,Petrol,125,52.3,1,7591
Ford, Fiesta,2017,Manual,10950,Petrol,145,65.7,1,11191
Ford, Focus,2016,Manual,49089,Petrol,20,61.4,1,7391
Ford, Focus,2014,Manual,26900,Petrol,20,58.9,1,8291
Ford, Focus,2015,Manual,59201,Diesel,20,67.3,1.6,7350
Ford, B-MAX,2013,Manual,26046,Petrol,145,47.1,1.4,6051
Ford, Fiesta,2015,Manual,25283,Petrol,0,65.7,1,8040
Ford, Focus,2018,Manual,10551,Petrol,145,60.1,1,15340
Ford, Focus,2017,Semi-Auto,22132,Petrol,125,51.4,1,11220
Ford, Fiesta,2018,Manual,16257,Petrol,145,62.8,1,12495
Ford, Fiesta,2015,Manual,8034,Petrol,125,54.3,1.2,6995
Ford, Fiesta,2017,Manual,23722,Petrol,145,65.7,1,11000
Ford, Focus,2019,Manual,5000,Petrol,145,49.6,1,18000
Ford, Edge,2017,Manual,48000,Diesel,160,48.7,2,17495
Ford, Fiesta,2018,Manual,8230,Petrol,145,65.7,1,12000
Ford, Fiesta,2019,Manual,2100,Petrol,145,62.8,1,15495
Ford, Focus,2017,Manual,29000,Diesel,145,74.3,1.5,11000
Ford, Fiesta,2018,Manual,17300,Petrol,145,64.2,1.1,9495
Ford, Fiesta,2018,Manual,8819,Petrol,145,65.7,1,11490
Ford, Fiesta,2017,Manual,14250,Petrol,145,65.7,1,10490
Ford, Fiesta,2017,Manual,37200,Petrol,145,65.7,1,10000
Ford, EcoSport,2018,Manual,12000,Petrol,145,53.3,1,12770
Ford, B-MAX,2013,Manual,33000,Diesel,20,68.9,1.5,6495
Ford, Fiesta,2018,Manual,15000,Petrol,145,55.4,1,11000
Ford, Fiesta,2019,Manual,14802,Petrol,145,65.7,1,13440
Ford, Fiesta,2016,Manual,32148,Petrol,0,65.7,1,9000
Ford, Focus,2018,Automatic,12154,Petrol,150,47.9,1.5,18000
Ford, Kuga,2017,Manual,41100,Diesel,125,60.1,2,15000
Ford, Focus,2018,Manual,6900,Diesel,150,80.7,1.5,15490
Ford, Fiesta,2018,Manual,31692,Petrol,145,65.7,1,11000
